,代码,名称
1074,sh601133,柏诚股份
1075,sh601136,首创证券
1076,sh601137,博威合金
1077,sh601138,工业富联
1078,sh601139,深圳燃气
1079,sh601155,新城控股
1080,sh601156,东航物流
1081,sh601158,重庆水务
1082,sh601162,天风证券
1083,sh601163,三角轮胎
1084,sh601166,兴业银行
1085,sh601168,西部矿业
1086,sh601169,北京银行
1087,sh601177,杭齿前进
1088,sh601179,中国西电
1089,sh601186,中国铁建
1090,sh601187,厦门银行
1091,sh601188,龙江交通
1092,sh601198,东兴证券
1093,sh601199,XD江南水
1094,sh601200,上海环境
1095,sh601208,东材科技
1096,sh601211,XD国泰君
1097,sh601212,白银有色
1098,sh601216,君正集团
1099,sh601218,吉鑫科技
1100,sh601222,林洋能源
1101,sh601225,XD陕西煤
1102,sh601226,华电重工
1103,sh601228,广州港
1104,sh601229,上海银行
1105,sh601231,环旭电子
1106,sh601233,桐昆股份
1107,sh601236,红塔证券
1108,sh601238,广汽集团
1109,sh601279,英利汽车
1110,sh601288,农业银行
1111,sh601298,青岛港
1112,sh601311,骆驼股份
1113,sh601318,中国平安
1114,sh601319,中国人保
1115,sh601326,秦港股份
1116,sh601328,交通银行
1117,sh601330,绿色动力
1118,sh601333,广深铁路
1119,sh601336,新华保险
1120,sh601339,百隆东方
1121,sh601360,三六零
1122,sh601366,利群股份
1123,sh601368,绿城水务
1124,sh601369,陕鼓动力
1125,sh601375,中原证券
1126,sh601377,兴业证券
1127,sh601388,怡球资源
1128,sh601390,中国中铁
1129,sh601398,工商银行
1130,sh601399,国机重装
1131,sh601456,国联证券
1132,sh601500,通用股份
1133,sh601512,中新集团
1134,sh601515,东峰集团
1135,sh601518,吉林高速
1136,sh601519,大智慧
1137,sh601528,瑞丰银行
1138,sh601555,东吴证券
1139,sh601566,九牧王
1140,sh601567,三星医疗
1141,sh601568,北元集团
1142,sh601577,长沙银行
1143,sh601579,会稽山
1144,sh601588,北辰实业
1145,sh601595,上海电影
1146,sh601598,中国外运
1147,sh601599,浙文影业
1148,sh601600,中国铝业
1149,sh601601,中国太保
1150,sh601606,长城军工
1151,sh601607,上海医药
1152,sh601608,中信重工
1153,sh601609,金田股份
1154,sh601611,中国核建
1155,sh601615,明阳智能
1156,sh601616,广电电气
1157,sh601618,中国中冶
1158,sh601619,嘉泽新能
1159,sh601628,中国人寿
1160,sh601633,长城汽车
1161,sh601636,旗滨集团
1162,sh601658,邮储银行
1163,sh601665,齐鲁银行
1164,sh601666,平煤股份
1165,sh601668,中国建筑
1166,sh601669,中国电建
1167,sh601677,明泰铝业
1168,sh601678,滨化股份
1169,sh601686,友发集团
1170,sh601688,华泰证券
1171,sh601689,拓普集团
1172,sh601696,中银证券
1173,sh601698,中国卫通
1174,sh601699,潞安环能
1175,sh601700,风范股份
1176,sh601702,华峰铝业
1177,sh601717,郑煤机
1178,sh601718,际华集团
1179,sh601727,上海电气
1180,sh601728,中国电信
1181,sh601766,中国中车
1182,sh601777,力帆科技
1183,sh601778,晶科科技
1184,sh601788,光大证券
1185,sh601789,宁波建工
1186,sh601798,蓝科高新
1187,sh601799,星宇股份
1188,sh601800,中国交建
1189,sh601801,皖新传媒
1190,sh601808,中海油服
1191,sh601811,新华文轩
1192,sh601816,XD京沪高
1193,sh601818,光大银行
1194,sh601825,沪农商行
1195,sh601827,三峰环境
1196,sh601828,美凯龙
1197,sh601838,成都银行
1198,sh601857,中国石油
1199,sh601858,中国科传
1200,sh601860,紫金银行
1201,sh601865,福莱特
1202,sh601866,中远海发
1203,sh601868,中国能建
1204,sh601869,长飞光纤
1205,sh601872,招商轮船
1206,sh601877,正泰电器
1207,sh601878,浙商证券
1208,sh601880,辽港股份
1209,sh601881,中国银河
1210,sh601882,海天精工
1211,sh601886,江河集团
1212,sh601888,中国中免
1213,sh601890,亚星锚链
1214,sh601898,中煤能源
1215,sh601899,紫金矿业
1216,sh601900,南方传媒
1217,sh601901,方正证券
1218,sh601908,京运通
1219,sh601916,浙商银行
1220,sh601918,新集能源
1221,sh601919,中远海控
1222,sh601921,浙版传媒
1223,sh601928,凤凰传媒
1224,sh601929,吉视传媒
1225,sh601933,永辉超市
1226,sh601939,建设银行
1227,sh601949,中国出版
1228,sh601952,苏垦农发
1229,sh601956,东贝集团
1230,sh601958,金钼股份
1231,sh601963,重庆银行
1232,sh601965,中国汽研
1233,sh601966,玲珑轮胎
1234,sh601968,宝钢包装
1235,sh601969,海南矿业
1236,sh601975,招商南油
1237,sh601985,中国核电
1238,sh601988,中国银行
1239,sh601989,中国重工
1240,sh601990,南京证券
1241,sh601991,大唐发电
1242,sh601992,金隅集团
1243,sh601995,中金公司
1244,sh601996,丰林集团
1245,sh601997,贵阳银行
1246,sh601998,中信银行
1247,sh601999,出版传媒
1248,sh603000,人民网
1249,sh603001,奥康国际
1250,sh603002,宏昌电子
1251,sh603003,*ST龙宇
1252,sh603004,鼎龙科技
1253,sh603005,晶方科技
1254,sh603006,联明股份
1255,sh603007,ST花王
1256,sh603008,喜临门
1257,sh603009,北特科技
1258,sh603010,万盛股份
1259,sh603011,合锻智能
1260,sh603012,创力集团
1261,sh603013,亚普股份
1262,sh603015,弘讯科技
1263,sh603016,新宏泰
1264,sh603017,中衡设计
1265,sh603018,华设集团
1266,sh603019,中科曙光
1267,sh603020,爱普股份
1268,sh603021,山东华鹏
1269,sh603022,新通联
1270,sh603023,*ST威帝
1271,sh603025,大豪科技
1272,sh603026,石大胜华
1273,sh603027,千禾味业
1274,sh603028,赛福天
1275,sh603029,天鹅股份
1276,sh603030,ST全筑
1277,sh603031,安孚科技
1278,sh603032,德新科技
1279,sh603033,三维股份
1280,sh603035,常熟汽饰
1281,sh603036,如通股份
1282,sh603037,DR凯众股
1283,sh603038,华立股份
1284,sh603039,泛微网络
1285,sh603040,新坐标
1286,sh603041,美思德
1287,sh603042,华脉科技
1288,sh603043,广州酒家
1289,sh603045,福达合金
1290,sh603048,浙江黎明
1291,sh603050,科林电气
1292,sh603051,鹿山新材
1293,sh603052,可川科技
1294,sh603053,成都燃气
1295,sh603055,台华新材
1296,sh603056,德邦股份
1297,sh603057,紫燕食品
1298,sh603058,永吉股份
1299,sh603059,倍加洁
1300,sh603060,国检集团
1301,sh603061,金海通
1302,sh603062,麦加芯彩
1303,sh603063,禾望电气
1304,sh603065,宿迁联盛
1305,sh603066,音飞储存
1306,sh603067,振华股份
1307,sh603068,博通集成
1308,sh603069,海汽集团
1309,sh603070,万控智造
1310,sh603071,物产环能
1311,sh603073,彩蝶实业
1312,sh603075,热威股份
1313,sh603076,乐惠国际
1314,sh603077,和邦生物
1315,sh603078,江化微
1316,sh603079,圣达生物
1317,sh603080,新疆火炬
1318,sh603081,大丰实业
1319,sh603082,北自科技
1320,sh603083,剑桥科技
1321,sh603085,天成自控
1322,sh603086,先达股份
1323,sh603087,甘李药业
1324,sh603088,宁波精达
1325,sh603089,正裕工业
1326,sh603090,宏盛股份
1327,sh603093,南华期货
1328,sh603095,越剑智能
1329,sh603096,新经典
1330,sh603097,江苏华辰
1331,sh603098,森特股份
1332,sh603099,长白山
1333,sh603100,川仪股份
1334,sh603101,汇嘉时代
1335,sh603102,百合股份
1336,sh603103,横店影视
1337,sh603105,芯能科技
1338,sh603106,恒银科技
1339,sh603107,上海汽配
1340,sh603108,润达医疗
1341,sh603109,神驰机电
1342,sh603110,东方材料
1343,sh603111,康尼机电
1344,sh603112,华翔股份
1345,sh603113,金能科技
1346,sh603115,海星股份
1347,sh603116,红蜻蜓
1348,sh603117,ST万林
1349,sh603118,共进股份
1350,sh603119,浙江荣泰
1351,sh603121,华培动力
1352,sh603122,合富中国
1353,sh603123,翠微股份
1354,sh603125,常青科技
1355,sh603126,XD中材节
1356,sh603127,昭衍新药
1357,sh603128,华贸物流
1358,sh603129,春风动力
1359,sh603130,云中马
1360,sh603131,上海沪工
1361,sh603132,金徽股份
1362,sh603133,退市碳元
1363,sh603135,中重科技
1364,sh603136,天目湖
1365,sh603137,恒尚节能
1366,sh603138,海量数据
1367,sh603139,康惠制药
1368,sh603150,万朗磁塑
1369,sh603151,邦基科技
1370,sh603153,上海建科
1371,sh603155,新亚强
1372,sh603156,养元饮品
1373,sh603158,腾龙股份
1374,sh603159,上海亚虹
1375,sh603160,汇顶科技
1376,sh603161,科华控股
1377,sh603162,海通发展
1378,sh603163,圣晖集成
1379,sh603165,荣晟环保
1380,sh603166,福达股份
1381,sh603167,渤海轮渡
1382,sh603168,莎普爱思
1383,sh603169,兰石重装
1384,sh603170,宝立食品
1385,sh603171,税友股份
1386,sh603172,万丰股份
1387,sh603173,福斯达
1388,sh603176,汇通集团
1389,sh603177,德创环保
1390,sh603178,圣龙股份
1391,sh603179,新泉股份
1392,sh603180,金牌家居
1393,sh603181,皇马科技
1394,sh603182,嘉华股份
1395,sh603183,建研院
1396,sh603185,弘元绿能
1397,sh603186,华正新材
1398,sh603187,海容冷链
1399,sh603188,亚邦股份
1400,sh603189,网达软件
1401,sh603190,亚通精工
1402,sh603191,望变电气
1403,sh603192,汇得科技
1404,sh603193,润本股份
1405,sh603195,公牛集团
1406,sh603196,日播时尚
1407,sh603197,保隆科技
1408,sh603198,迎驾贡酒
1409,sh603199,九华旅游
1410,sh603200,上海洗霸
1411,sh603201,常润股份
1412,sh603203,快克智能
1413,sh603206,嘉环科技
1414,sh603208,江山欧派
1415,sh603209,兴通股份
1416,sh603211,晋拓股份
1417,sh603212,赛伍技术
1418,sh603213,镇洋发展
1419,sh603214,爱婴室
1420,sh603215,比依股份
1421,sh603216,梦天家居
1422,sh603217,元利科技
1423,sh603218,日月股份
1424,sh603219,富佳股份
1425,sh603220,中贝通信
1426,sh603221,爱丽家居
1427,sh603222,济民医疗
1428,sh603223,恒通股份
1429,sh603225,新凤鸣
1430,sh603226,菲林格尔
1431,sh603227,雪峰科技
1432,sh603228,景旺电子
1433,sh603229,奥翔药业
1434,sh603230,内蒙新华
1435,sh603231,XD索宝蛋
1436,sh603232,格尔软件
1437,sh603233,大参林
1438,sh603235,天新药业
1439,sh603236,移远通信
1440,sh603237,五芳斋
1441,sh603238,诺邦股份
1442,sh603239,浙江仙通
1443,sh603255,鼎际得
1444,sh603256,宏和科技
1445,sh603258,电魂网络
1446,sh603259,药明康德
1447,sh603260,合盛硅业
1448,sh603261,立航科技
1449,sh603266,天龙股份
1450,sh603267,鸿远电子
1451,sh603268,松发股份
1452,sh603269,海鸥股份
1453,sh603270,金帝股份
1454,sh603272,联翔股份
1455,sh603273,天元智能
1456,sh603275,XD众辰科
1457,sh603276,恒兴新材
1458,sh603277,银都股份
1459,sh603278,大业股份
1460,sh603279,景津装备
1461,sh603280,南方路机
1462,sh603281,XD江瀚新
1463,sh603282,亚光股份
1464,sh603283,赛腾股份
1465,sh603286,日盈电子
1466,sh603288,海天味业
1467,sh603289,泰瑞机器
1468,sh603290,斯达半导
1469,sh603291,联合水务
1470,sh603296,华勤技术
1471,sh603297,永新光学
1472,sh603298,杭叉集团
1473,sh603299,苏盐井神
1474,sh603300,华铁应急
1475,sh603301,振德医疗
1476,sh603303,得邦照明
1477,sh603305,旭升集团
1478,sh603306,华懋科技
1479,sh603307,扬州金泉
1480,sh603308,应流股份
1481,sh603309,维力医疗
1482,sh603311,金海高科
1483,sh603312,西典新能
1484,sh603313,梦百合
1485,sh603315,福鞍股份
1486,sh603316,诚邦股份
1487,sh603317,天味食品
1488,sh603318,水发燃气
1489,sh603319,湘油泵
1490,sh603320,迪贝电气
1491,sh603321,梅轮电梯
1492,sh603322,超讯通信
1493,sh603323,苏农银行
1494,sh603324,盛剑环境
1495,sh603325,博隆技术
1496,sh603326,我乐家居
1497,sh603327,福蓉科技
1498,sh603328,依顿电子
1499,sh603329,上海雅仕
1500,sh603330,天洋新材
1501,sh603331,百达精工
1502,sh603332,苏州龙杰
1503,sh603333,尚纬股份
1504,sh603335,迪生力
1505,sh603336,宏辉果蔬
1506,sh603337,杰克股份
1507,sh603338,浙江鼎力
1508,sh603339,四方科技
1509,sh603341,龙旗科技
1510,sh603344,星德胜
1511,sh603345,安井食品
1512,sh603348,文灿股份
1513,sh603351,威尔药业
1514,sh603353,和顺石油
1515,sh603355,莱克电气
1516,sh603356,华菱精工
1517,sh603357,设计总院
1518,sh603358,华达科技
1519,sh603359,东珠生态
1520,sh603360,百傲化学
1521,sh603363,*ST傲农
1522,sh603365,水星家纺
1523,sh603366,日出东方
1524,sh603367,辰欣药业
1525,sh603368,柳药集团
1526,sh603369,今世缘
1527,sh603373,安邦护卫
1528,sh603375,盛景微
1529,sh603377,ST东时
1530,sh603378,亚士创能
1531,sh603379,三美股份
1532,sh603380,易德龙
1533,sh603381,C永臻
1534,sh603383,顶点软件
1535,sh603385,惠达卫浴
1536,sh603386,骏亚科技
1537,sh603387,基蛋生物
1538,sh603388,ST元成
1539,sh603389,亚振家居
1540,sh603390,通达电气
1541,sh603392,万泰生物
1542,sh603393,新天然气
1543,sh603396,金辰股份
1544,sh603398,沐邦高科
1545,sh603399,吉翔股份
1546,sh603408,建霖家居
1547,sh603416,信捷电气
1548,sh603421,鼎信通讯
1549,sh603429,集友股份
1550,sh603439,贵州三力
1551,sh603444,吉比特
1552,sh603456,九洲药业
1553,sh603458,勘设股份
1554,sh603466,风语筑
1555,sh603477,巨星农牧
1556,sh603486,科沃斯
1557,sh603488,展鹏科技
1558,sh603489,八方股份
1559,sh603496,恒为科技
1560,sh603499,翔港科技
1561,sh603500,祥和实业
1562,sh603501,韦尔股份
1563,sh603505,金石资源
1564,sh603506,南都物业
1565,sh603507,振江股份
1566,sh603508,思维列控
1567,sh603511,爱慕股份
1568,sh603515,欧普照明
1569,sh603516,淳中科技
1570,sh603517,绝味食品
1571,sh603518,锦泓集团
1572,sh603519,立霸股份
1573,sh603520,司太立
1574,sh603527,众源新材
1575,sh603528,多伦科技
1576,sh603529,爱玛科技
1577,sh603530,神马电力
1578,sh603533,掌阅科技
1579,sh603535,嘉诚国际
1580,sh603536,惠发食品
1581,sh603538,美诺华
1582,sh603551,奥普科技
1583,sh603556,海兴电力
1584,sh603557,ST起步
1585,sh603558,健盛集团
1586,sh603559,*ST通脉
1587,sh603565,中谷物流
1588,sh603566,普莱柯
1589,sh603567,珍宝岛
1590,sh603568,伟明环保
1591,sh603569,长久物流
1592,sh603577,汇金通
1593,sh603578,XD三星新
1594,sh603579,荣泰健康
1595,sh603580,艾艾精工
1596,sh603583,捷昌驱动
1597,sh603585,苏利股份
1598,sh603586,金麒麟
1599,sh603587,地素时尚
1600,sh603588,高能环境
1601,sh603589,口子窖
1602,sh603590,康辰药业
1603,sh603595,东尼电子
1604,sh603596,伯特利
1605,sh603598,引力传媒
1606,sh603599,广信股份
1607,sh603600,永艺股份
1608,sh603601,再升科技
1609,sh603602,纵横通信
1610,sh603605,珀莱雅
1611,sh603606,东方电缆
1612,sh603607,京华激光
1613,sh603608,*ST天创
1614,sh603609,禾丰股份
1615,sh603610,麒盛科技
1616,sh603611,诺力股份
1617,sh603612,索通发展
1618,sh603613,国联股份
1619,sh603615,茶花股份
1620,sh603616,韩建河山
1621,sh603617,君禾股份
1622,sh603618,杭电股份
1623,sh603619,中曼石油
1624,sh603626,科森科技
1625,sh603628,清源股份
1626,sh603629,利通电子
1627,sh603630,拉芳家化
1628,sh603633,徕木股份
1629,sh603636,南威软件
1630,sh603637,镇海股份
1631,sh603638,艾迪精密
1632,sh603639,海利尔
1633,sh603648,畅联股份
1634,sh603650,彤程新材
1635,sh603655,朗博科技
1636,sh603656,泰禾智能
1637,sh603657,春光科技
1638,sh603658,安图生物
1639,sh603659,璞泰来
1640,sh603660,苏州科达
1641,sh603661,恒林股份
1642,sh603662,柯力传感
1643,sh603663,三祥新材
1644,sh603665,康隆达
1645,sh603666,亿嘉和
1646,sh603667,五洲新春
1647,sh603668,天马科技
1648,sh603669,灵康药业
1649,sh603676,卫信康
1650,sh603677,奇精机械
1651,sh603678,火炬电子
1652,sh603679,华体科技
1653,sh603680,今创集团
1654,sh603681,永冠新材
1655,sh603682,锦和商管
1656,sh603683,晶华新材
1657,sh603685,晨丰科技
1658,sh603686,福龙马
1659,sh603687,XD大胜达
1660,sh603688,石英股份
1661,sh603689,皖天然气
1662,sh603690,至纯科技
1663,sh603693,江苏新能
1664,sh603696,安记食品
1665,sh603697,有友食品
1666,sh603698,航天工程
1667,sh603699,纽威股份
1668,sh603700,宁水集团
1669,sh603701,德宏股份
1670,sh603703,盛洋科技
1671,sh603706,东方环宇
1672,sh603707,健友股份
1673,sh603708,家家悦
1674,sh603709,中源家居
1675,sh603711,香飘飘
1676,sh603712,七一二
1677,sh603713,密尔克卫
1678,sh603716,塞力医疗
1679,sh603717,天域生态
1680,sh603718,海利生物
1681,sh603719,良品铺子
1682,sh603721,中广天择
1683,sh603722,阿科力
1684,sh603725,天安新材
1685,sh603726,朗迪集团
1686,sh603727,博迈科
1687,sh603728,鸣志电器
1688,sh603729,龙韵股份
1689,sh603730,岱美股份
1690,sh603733,仙鹤股份
1691,sh603737,三棵树
1692,sh603738,泰晶科技
1693,sh603739,蔚蓝生物
1694,sh603755,日辰股份
1695,sh603757,大元泵业
1696,sh603758,秦安股份
1697,sh603759,海天股份
1698,sh603766,隆鑫通用
1699,sh603767,中马传动
1700,sh603768,常青股份
1701,sh603773,沃格光电
1702,sh603776,永安行
1703,sh603777,来伊份
1704,sh603778,国晟科技
1705,sh603779,威龙股份
1706,sh603786,科博达
1707,sh603787,新日股份
1708,sh603788,宁波高发
1709,sh603789,星光农机
1710,sh603790,雅运股份
1711,sh603797,联泰环保
1712,sh603798,康普顿
1713,sh603799,华友钴业
1714,sh603800,道森股份
1715,sh603801,志邦家居
1716,sh603803,瑞斯康达
1717,sh603806,福斯特
1718,sh603808,歌力思
1719,sh603809,豪能股份
1720,sh603810,丰山集团
1721,sh603811,诚意药业
1722,sh603813,原尚股份
1723,sh603815,交建股份
1724,sh603816,顾家家居
1725,sh603817,海峡环保
1726,sh603818,曲美家居
1727,sh603819,神力股份
1728,sh603822,嘉澳环保
1729,sh603823,百合花
1730,sh603825,华扬联众
1731,sh603826,坤彩科技
1732,sh603828,ST柯利达
1733,sh603829,XD洛凯股
1734,sh603833,欧派家居
1735,sh603836,海程邦达
1736,sh603838,四通股份
1737,sh603839,安正时尚
1738,sh603843,正平股份
1739,sh603848,XD好太太
1740,sh603855,华荣股份
1741,sh603856,东宏股份
1742,sh603858,步长制药
1743,sh603859,能科科技
1744,sh603860,中公高科
1745,sh603861,白云电器
1746,sh603863,松炀资源
1747,sh603866,桃李面包
1748,sh603867,新化股份
1749,sh603868,飞科电器
1750,sh603869,ST智知
1751,sh603871,嘉友国际
1752,sh603876,鼎胜新材
1753,sh603877,太平鸟
1754,sh603878,武进不锈
1755,sh603879,ST永悦
1756,sh603880,南卫股份
1757,sh603881,数据港
1758,sh603882,金域医学
1759,sh603883,老百姓
1760,sh603885,吉祥航空
1761,sh603886,元祖股份
1762,sh603887,城地香江
1763,sh603888,新华网
1764,sh603889,新澳股份
1765,sh603890,春秋电子
1766,sh603893,瑞芯微
1767,sh603895,天永智能
1768,sh603896,寿仙谷
1769,sh603897,长城科技
1770,sh603898,好莱客
1771,sh603899,晨光股份
1772,sh603900,莱绅通灵
1773,sh603901,永创智能
1774,sh603903,中持股份
1775,sh603906,龙蟠科技
1776,sh603908,牧高笛
1777,sh603909,建发合诚
1778,sh603912,佳力图
1779,sh603915,国茂股份
1780,sh603916,苏博特
1781,sh603917,合力科技
1782,sh603918,金桥信息
1783,sh603919,金徽酒
1784,sh603920,世运电路
1785,sh603922,金鸿顺
1786,sh603926,铁流股份
1787,sh603927,中科软
1788,sh603928,兴业股份
1789,sh603929,亚翔集成
1790,sh603931,格林达
1791,sh603933,睿能科技
1792,sh603936,博敏电子
1793,sh603937,丽岛新材
1794,sh603938,三孚股份
1795,sh603939,益丰药房
1796,sh603948,建业股份
1797,sh603949,雪龙集团
1798,sh603950,长源东谷
1799,sh603955,大千生态
1800,sh603956,威派格
1801,sh603958,哈森股份
1802,sh603959,ST百利
1803,sh603960,克来机电
1804,sh603963,*ST大药
1805,sh603966,法兰泰克
1806,sh603967,中创物流
1807,sh603968,醋化股份
1808,sh603969,银龙股份
1809,sh603970,中农立华
1810,sh603976,正川股份
1811,sh603977,国泰集团
1812,sh603978,深圳新星
1813,sh603979,金诚信
1814,sh603980,吉华集团
1815,sh603982,泉峰汽车
1816,sh603983,丸美股份
1817,sh603985,恒润股份
1818,sh603986,兆易创新
1819,sh603987,康德莱
1820,sh603988,中电电机
1821,sh603989,XD艾华集
1822,sh603990,麦迪科技
1823,sh603991,至正股份
1824,sh603992,松霖科技
1825,sh603993,洛阳钼业
1826,sh603995,甬金股份
1827,sh603997,继峰股份
1828,sh603998,方盛制药
1829,sh603999,读者传媒
1830,sh605001,威奥股份
1831,sh605003,众望布艺
1832,sh605005,合兴股份
1833,sh605006,山东玻纤
1834,sh605007,五洲特纸
1835,sh605008,长鸿高科
1836,sh605009,豪悦护理
1837,sh605011,杭州热电
1838,sh605016,百龙创园
1839,sh605018,长华集团
1840,sh605020,永和股份
1841,sh605028,世茂能源
1842,sh605033,美邦股份
1843,sh605050,XD福然德
1844,sh605055,迎丰股份
1845,sh605056,咸亨国际
1846,sh605058,澳弘电子
1847,sh605060,联德股份
1848,sh605066,天正电气
1849,sh605068,明新旭腾
1850,sh605069,正和生态
1851,sh605077,华康股份
1852,sh605080,浙江自然
1853,sh605081,太和水
1854,sh605086,龙高股份
1855,sh605088,冠盛股份
1856,sh605089,味知香
1857,sh605090,九丰能源
1858,sh605098,行动教育
1859,sh605099,共创草坪
1860,sh605100,华丰股份
1861,sh605108,同庆楼
1862,sh605111,新洁能
1863,sh605116,奥锐特
1864,sh605117,德业股份
1865,sh605118,力鼎光电
1866,sh605122,四方新材
1867,sh605123,派克新材
1868,sh605128,上海沿浦
1869,sh605133,嵘泰股份
1870,sh605136,丽人丽妆
1871,sh605138,盛泰集团
1872,sh605151,西上海
1873,sh605155,西大门
1874,sh605158,华达新材
1875,sh605162,新中港
1876,sh605166,聚合顺
1877,sh605167,利柏特
1878,sh605168,三人行
1879,sh605169,洪通燃气
1880,sh605177,东亚药业
1881,sh605178,时空科技
1882,sh605179,一鸣食品
1883,sh605180,华生科技
1884,sh605183,XD确成股
1885,sh605186,健麾信息
1886,sh605188,国光连锁
1887,sh605189,富春染织
1888,sh605196,华通线缆
1889,sh605198,XD安德利
1890,sh605199,葫芦娃
1891,sh605208,永茂泰
1892,sh605218,伟时电子
1893,sh605222,起帆电缆
1894,sh605228,神通科技
1895,sh605255,天普股份
1896,sh605258,协和电子
1897,sh605259,绿田机械
1898,sh605266,健之佳
1899,sh605268,王力安防
1900,sh605277,新亚电子
1901,sh605286,同力日升
1902,sh605287,德才股份
1903,sh605288,凯迪股份
1904,sh605289,罗曼股份
1905,sh605296,神农集团
1906,sh605298,必得科技
1907,sh605299,舒华体育
1908,sh605300,佳禾食品
1909,sh605303,园林股份
1910,sh605305,中际联合
1911,sh605318,法狮龙
1912,sh605319,无锡振华
1913,sh605333,沪光股份
1914,sh605336,帅丰电器
1915,sh605337,李子园
1916,sh605338,巴比食品
1917,sh605339,南侨食品
1918,sh605358,立昂微
1919,sh605365,立达信
1920,sh605366,宏柏新材
1921,sh605368,蓝天燃气
1922,sh605369,拱东医疗
1923,sh605376,博迁新材
1924,sh605377,华旺科技
1925,sh605378,野马电池
1926,sh605388,均瑶健康
1927,sh605389,长龄液压
1928,sh605398,新炬网络
1929,sh605399,晨光新材
1930,sh605488,福莱新材
1931,sh605499,东鹏饮料
1932,sh605500,森林包装
1933,sh605507,国邦医药
1934,sh605555,德昌股份
1935,sh605566,福莱蒽特
1936,sh605567,春雪食品
1937,sh605577,龙版传媒
1938,sh605580,恒盛能源
1939,sh605588,冠石科技
1940,sh605589,圣泉集团
1941,sh605598,XD上海港
1942,sh605599,菜百股份
1943,sh688001,华兴源创
1944,sh688002,睿创微纳
1945,sh688003,天准科技
1946,sh688004,博汇科技
1947,sh688005,容百科技
1948,sh688006,杭可科技
1949,sh688007,光峰科技
1950,sh688008,澜起科技
1951,sh688009,中国通号
1952,sh688010,福光股份
1953,sh688011,新光光电
1954,sh688012,中微公司
1955,sh688013,天臣医疗
1956,sh688015,交控科技
1957,sh688016,心脉医疗
1958,sh688017,绿的谐波
1959,sh688018,乐鑫科技
1960,sh688019,安集科技
1961,sh688020,方邦股份
1962,sh688021,奥福环保
1963,sh688022,瀚川智能
1964,sh688023,安恒信息
1965,sh688025,杰普特
1966,sh688026,洁特生物
1967,sh688027,国盾量子
1968,sh688028,沃尔德
1969,sh688029,南微医学
1970,sh688030,山石网科
1971,sh688031,星环科技
1972,sh688032,禾迈股份
1973,sh688033,天宜上佳
1974,sh688035,德邦科技
1975,sh688036,传音控股
1976,sh688037,芯源微
1977,sh688038,中科通达
1978,sh688039,当虹科技
1979,sh688041,海光信息
1980,sh688045,必易微
1981,sh688046,药康生物
1982,sh688047,龙芯中科
1983,sh688048,长光华芯
1984,sh688049,炬芯科技
1985,sh688050,爱博医疗
1986,sh688051,佳华科技
1987,sh688052,纳芯微
1988,sh688053,思科瑞
1989,sh688055,龙腾光电
1990,sh688056,莱伯泰科
1991,sh688057,金达莱
1992,sh688058,宝兰德
1993,sh688059,XD华锐精
1994,sh688060,云涌科技
1995,sh688061,灿瑞科技
1996,sh688062,迈威生物
1997,sh688063,派能科技
1998,sh688065,凯赛生物
1999,sh688066,航天宏图
2000,sh688067,爱威科技
2001,sh688068,热景生物
2002,sh688069,德林海
2003,sh688070,纵横股份
2004,sh688071,华依科技
2005,sh688072,拓荆科技
2006,sh688073,毕得医药
2007,sh688075,安旭生物
2008,sh688076,诺泰生物
2009,sh688077,大地熊
2010,sh688078,龙软科技
2011,sh688079,美迪凯
2012,sh688080,映翰通
2013,sh688081,兴图新科
2014,sh688082,盛美上海
2015,sh688083,中望软件
2016,sh688084,晶品特装
2017,sh688085,三友医疗
2018,sh688087,英科再生
2019,sh688088,虹软科技
2020,sh688089,嘉必优
2021,sh688090,瑞松科技
2022,sh688091,上海谊众
2023,sh688092,爱科科技
2024,sh688093,世华科技
2025,sh688095,福昕软件
2026,sh688096,京源环保
2027,sh688097,博众精工
2028,sh688098,申联生物
2029,sh688099,晶晨股份
2030,sh688100,威胜信息
2031,sh688101,三达膜
2032,sh688102,斯瑞新材
2033,sh688103,国力股份
2034,sh688105,诺唯赞
2035,sh688106,金宏气体
2036,sh688107,安路科技
2037,sh688108,赛诺医疗
2038,sh688109,品茗科技
2039,sh688110,东芯股份
2040,sh688111,XD金山办
2041,sh688112,鼎阳科技
2042,sh688113,联测科技
2043,sh688114,华大智造
2044,sh688115,思林杰
2045,sh688116,天奈科技
2046,sh688117,圣诺生物
2047,sh688118,普元信息
2048,sh688119,中钢洛耐
2049,sh688120,华海清科
2050,sh688121,卓然股份
2051,sh688122,西部超导
2052,sh688123,聚辰股份
2053,sh688125,安达智能
2054,sh688126,沪硅产业
2055,sh688127,蓝特光学
2056,sh688128,中国电研
2057,sh688129,东来技术
2058,sh688130,晶华微
2059,sh688131,皓元医药
2060,sh688132,邦彦技术
2061,sh688133,泰坦科技
2062,sh688135,利扬芯片
2063,sh688136,科兴制药
2064,sh688137,近岸蛋白
2065,sh688138,XD清溢光
2066,sh688139,海尔生物
2067,sh688141,杰华特
2068,sh688143,长盈通
2069,sh688146,中船特气
2070,sh688147,微导纳米
2071,sh688148,芳源股份
2072,sh688150,莱特光电
2073,sh688151,华强科技
2074,sh688152,麒麟信安
2075,sh688153,唯捷创芯
2076,sh688155,先惠技术
2077,sh688156,路德环境
2078,sh688157,松井股份
2079,sh688158,优刻得
2080,sh688159,有方科技
