,代码,名称
3083,sz002051,中工国际
3084,sz002052,*ST同洲
3085,sz002053,云南能投
3086,sz002054,德美化工
3087,sz002055,得润电子
3088,sz002056,横店东磁
3089,sz002057,中钢天源
3090,sz002058,威尔泰
3091,sz002059,云南旅游
3092,sz002060,广东建工
3093,sz002061,浙江交科
3094,sz002062,宏润建设
3095,sz002063,远光软件
3096,sz002064,华峰化学
3097,sz002065,东华软件
3098,sz002066,瑞泰科技
3099,sz002067,景兴纸业
3100,sz002068,黑猫股份
3101,sz002069,獐子岛
3102,sz002072,凯瑞德
3103,sz002073,软控股份
3104,sz002074,国轩高科
3105,sz002075,沙钢股份
3106,sz002076,星光股份
3107,sz002077,大港股份
3108,sz002078,太阳纸业
3109,sz002079,苏州固锝
3110,sz002080,中材科技
3111,sz002081,金 螳 螂
3112,sz002082,万邦德
3113,sz002083,孚日股份
3114,sz002084,海鸥住工
3115,sz002085,万丰奥威
3116,sz002086,东方海洋
3117,sz002088,鲁阳节能
3118,sz002090,金智科技
3119,sz002091,江苏国泰
3120,sz002092,ST中泰
3121,sz002093,国脉科技
3122,sz002094,青岛金王
3123,sz002095,生 意 宝
3124,sz002096,易普力
3125,sz002097,山河智能
3126,sz002098,浔兴股份
3127,sz002099,海翔药业
3128,sz002100,天康生物
3129,sz002101,广东鸿图
3130,sz002102,能特科技
3131,sz002103,广博股份
3132,sz002104,恒宝股份
3133,sz002105,信隆健康
3134,sz002106,莱宝高科
3135,sz002107,沃华医药
3136,sz002108,沧州明珠
3137,sz002109,兴化股份
3138,sz002110,三钢闽光
3139,sz002111,威海广泰
3140,sz002112,三变科技
3141,sz002114,罗平锌电
3142,sz002115,三维通信
3143,sz002116,中国海诚
3144,sz002117,东港股份
3145,sz002119,康强电子
3146,sz002120,韵达股份
3147,sz002121,科陆电子
3148,sz002122,汇洲智能
3149,sz002123,梦网科技
3150,sz002124,ST天邦
3151,sz002125,湘潭电化
3152,sz002126,银轮股份
3153,sz002127,南极电商
3154,sz002128,电投能源
3155,sz002129,TCL中环
3156,sz002130,沃尔核材
3157,sz002131,利欧股份
3158,sz002132,恒星科技
3159,sz002133,广宇集团
3160,sz002134,天津普林
3161,sz002135,东南网架
3162,sz002136,安 纳 达
3163,sz002137,实益达
3164,sz002138,顺络电子
3165,sz002139,拓邦股份
3166,sz002140,东华科技
3167,sz002141,*ST贤丰
3168,sz002142,宁波银行
3169,sz002144,宏达高科
3170,sz002145,中核钛白
3171,sz002146,荣盛发展
3172,sz002148,北纬科技
3173,sz002149,西部材料
3174,sz002150,通润装备
3175,sz002151,北斗星通
3176,sz002152,广电运通
3177,sz002153,石基信息
3178,sz002154,报 喜 鸟
3179,sz002155,湖南黄金
3180,sz002156,通富微电
3181,sz002157,正邦科技
3182,sz002158,汉钟精机
3183,sz002159,三特索道
3184,sz002160,常铝股份
3185,sz002161,远 望 谷
3186,sz002162,悦心健康
3187,sz002163,海南发展
3188,sz002164,宁波东力
3189,sz002165,红 宝 丽
3190,sz002166,莱茵生物
3191,sz002167,东方锆业
3192,sz002168,惠程科技
3193,sz002169,智光电气
3194,sz002170,芭田股份
3195,sz002171,楚江新材
3196,sz002172,澳洋健康
3197,sz002173,创新医疗
3198,sz002174,游族网络
3199,sz002175,东方智造
3200,sz002176,江特电机
3201,sz002177,御银股份
3202,sz002178,延华智能
3203,sz002179,中航光电
3204,sz002180,纳思达
3205,sz002181,粤 传 媒
3206,sz002182,宝武镁业
3207,sz002183,怡 亚 通
3208,sz002184,海得控制
3209,sz002185,华天科技
3210,sz002186,全 聚 德
3211,sz002187,广百股份
3212,sz002188,中天服务
3213,sz002189,中光学
3214,sz002190,成飞集成
3215,sz002191,劲嘉股份
3216,sz002192,融捷股份
3217,sz002193,如意集团
3218,sz002194,武汉凡谷
3219,sz002195,岩山科技
3220,sz002196,方正电机
3221,sz002197,ST证通
3222,sz002198,嘉应制药
3223,sz002199,东晶电子
3224,sz002200,ST交投
3225,sz002201,正威新材
3226,sz002202,金风科技
3227,sz002203,海亮股份
3228,sz002204,大连重工
3229,sz002205,国统股份
3230,sz002206,海 利 得
3231,sz002207,准油股份
3232,sz002208,合肥城建
3233,sz002209,达 意 隆
3234,sz002210,飞马国际
3235,sz002211,宏达新材
3236,sz002212,天融信
3237,sz002213,大为股份
3238,sz002214,大立科技
3239,sz002215,诺 普 信
3240,sz002216,三全食品
3241,sz002217,*ST合泰
3242,sz002218,拓日新能
3243,sz002219,新里程
3244,sz002221,东华能源
3245,sz002222,福晶科技
3246,sz002223,鱼跃医疗
3247,sz002224,三 力 士
3248,sz002225,濮耐股份
3249,sz002226,江南化工
3250,sz002227,奥 特 迅
3251,sz002228,合兴包装
3252,sz002229,鸿博股份
3253,sz002230,科大讯飞
3254,sz002231,奥维通信
3255,sz002232,启明信息
3256,sz002233,塔牌集团
3257,sz002234,民和股份
3258,sz002235,安妮股份
3259,sz002236,大华股份
3260,sz002237,恒邦股份
3261,sz002238,天威视讯
3262,sz002239,奥特佳
3263,sz002240,盛新锂能
3264,sz002241,歌尔股份
3265,sz002242,九阳股份
3266,sz002243,力合科创
3267,sz002244,滨江集团
3268,sz002245,蔚蓝锂芯
3269,sz002246,北化股份
3270,sz002247,聚力文化
3271,sz002248,华东数控
3272,sz002249,大洋电机
3273,sz002250,联化科技
3274,sz002251,*ST步高
3275,sz002252,上海莱士
3276,sz002253,川大智胜
3277,sz002254,泰和新材
3278,sz002255,海陆重工
3279,sz002256,兆新股份
3280,sz002258,利尔化学
3281,sz002259,ST升达
3282,sz002261,拓维信息
3283,sz002262,恩华药业
3284,sz002263,大东南
3285,sz002264,新 华 都
3286,sz002265,建设工业
3287,sz002266,浙富控股
3288,sz002267,陕天然气
3289,sz002268,电科网安
3290,sz002269,美邦服饰
3291,sz002270,华明装备
3292,sz002271,东方雨虹
3293,sz002272,川润股份
3294,sz002273,水晶光电
3295,sz002274,华昌化工
3296,sz002275,桂林三金
3297,sz002276,万马股份
3298,sz002277,友阿股份
3299,sz002278,神开股份
3300,sz002279,久其软件
3301,sz002280,ST联络
3302,sz002281,光迅科技
3303,sz002282,博深股份
3304,sz002283,天润工业
3305,sz002284,亚太股份
3306,sz002285,世联行
3307,sz002286,保龄宝
3308,sz002287,奇正藏药
3309,sz002288,*ST超华
3310,sz002289,ST宇顺
3311,sz002290,禾盛新材
3312,sz002291,遥望科技
3313,sz002292,奥飞娱乐
3314,sz002293,罗莱生活
3315,sz002294,信立泰
3316,sz002295,精艺股份
3317,sz002296,辉煌科技
3318,sz002297,博云新材
3319,sz002298,中电兴发
3320,sz002299,圣农发展
3321,sz002300,太阳电缆
3322,sz002301,齐心集团
3323,sz002302,西部建设
3324,sz002303,美盈森
3325,sz002304,洋河股份
3326,sz002305,南国置业
3327,sz002306,中科云网
3328,sz002307,北新路桥
3329,sz002308,威创股份
3330,sz002309,*ST中利
3331,sz002310,*ST东园
3332,sz002311,海大集团
3333,sz002312,川发龙蟒
3334,sz002313,日海智能
3335,sz002314,南山控股
3336,sz002315,焦点科技
3337,sz002316,亚联发展
3338,sz002317,众生药业
3339,sz002318,久立特材
3340,sz002319,乐通股份
3341,sz002320,海峡股份
3342,sz002321,华英农业
3343,sz002322,理工能科
3344,sz002323,雅博股份
3345,sz002324,普利特
3346,sz002325,*ST洪涛
3347,sz002326,永太科技
3348,sz002327,富安娜
3349,sz002328,新朋股份
3350,sz002329,皇氏集团
3351,sz002330,得利斯
3352,sz002331,皖通科技
3353,sz002332,仙琚制药
3354,sz002333,罗普斯金
3355,sz002334,英威腾
3356,sz002335,科华数据
3357,sz002336,*ST人乐
3358,sz002337,赛象科技
3359,sz002338,奥普光电
3360,sz002339,积成电子
3361,sz002340,格林美
3362,sz002341,ST新纶
3363,sz002342,巨力索具
3364,sz002343,慈文传媒
3365,sz002344,海宁皮城
3366,sz002345,潮宏基
3367,sz002346,柘中股份
3368,sz002347,泰尔股份
3369,sz002348,高乐股份
3370,sz002349,精华制药
3371,sz002350,北京科锐
3372,sz002351,漫步者
3373,sz002352,顺丰控股
3374,sz002353,杰瑞股份
3375,sz002354,天娱数科
3376,sz002355,兴民智通
3377,sz002356,赫美集团
3378,sz002357,富临运业
3379,sz002358,森源电气
3380,sz002360,同德化工
3381,sz002361,神剑股份
3382,sz002362,汉王科技
3383,sz002363,隆基机械
3384,sz002364,中恒电气
3385,sz002365,永安药业
3386,sz002366,融发核电
3387,sz002367,康力电梯
3388,sz002368,太极股份
3389,sz002369,卓翼科技
3390,sz002370,亚太药业
3391,sz002371,北方华创
3392,sz002372,伟星新材
3393,sz002373,千方科技
3394,sz002374,中锐股份
3395,sz002375,亚厦股份
3396,sz002376,新北洋
3397,sz002377,国创高新
3398,sz002378,章源钨业
3399,sz002379,宏创控股
3400,sz002380,科远智慧
3401,sz002381,双箭股份
3402,sz002382,蓝帆医疗
3403,sz002383,合众思壮
3404,sz002384,东山精密
3405,sz002385,大北农
3406,sz002386,天原股份
3407,sz002387,维信诺
3408,sz002388,新亚制程
3409,sz002389,航天彩虹
3410,sz002390,信邦制药
3411,sz002391,长青股份
3412,sz002392,北京利尔
3413,sz002393,力生制药
3414,sz002394,联发股份
3415,sz002395,双象股份
3416,sz002396,星网锐捷
3417,sz002397,梦洁股份
3418,sz002398,垒知集团
3419,sz002399,海普瑞
3420,sz002400,省广集团
3421,sz002401,中远海科
3422,sz002402,和而泰
3423,sz002403,爱仕达
3424,sz002404,嘉欣丝绸
3425,sz002405,四维图新
3426,sz002406,远东传动
3427,sz002407,多氟多
3428,sz002408,齐翔腾达
3429,sz002409,雅克科技
3430,sz002410,广联达
3431,sz002412,汉森制药
3432,sz002413,雷科防务
3433,sz002414,高德红外
3434,sz002415,海康威视
3435,sz002416,爱施德
3436,sz002418,康盛股份
3437,sz002419,天虹股份
3438,sz002420,毅昌科技
3439,sz002421,达实智能
3440,sz002422,科伦药业
3441,sz002423,中粮资本
3442,sz002424,ST百灵
3443,sz002425,凯撒文化
3444,sz002426,胜利精密
3445,sz002427,尤夫股份
3446,sz002428,云南锗业
3447,sz002429,兆驰股份
3448,sz002430,杭氧股份
3449,sz002431,棕榈股份
3450,sz002432,九安医疗
3451,sz002433,太安退
3452,sz002434,万里扬
3453,sz002435,ST长康
3454,sz002436,兴森科技
3455,sz002437,誉衡药业
3456,sz002438,江苏神通
3457,sz002439,启明星辰
3458,sz002440,闰土股份
3459,sz002441,众业达
3460,sz002442,龙星化工
3461,sz002443,金洲管道
3462,sz002444,巨星科技
3463,sz002445,中南文化
3464,sz002446,盛路通信
3465,sz002448,中原内配
3466,sz002449,国星光电
3467,sz002451,摩恩电气
3468,sz002452,长高电新
3469,sz002453,华软科技
3470,sz002454,松芝股份
3471,sz002455,百川股份
3472,sz002456,欧菲光
3473,sz002457,青龙管业
3474,sz002458,益生股份
3475,sz002459,晶澳科技
3476,sz002460,赣锋锂业
3477,sz002461,珠江啤酒
3478,sz002462,嘉事堂
3479,sz002463,沪电股份
3480,sz002465,海格通信
3481,sz002466,天齐锂业
3482,sz002467,二六三
3483,sz002468,申通快递
3484,sz002469,三维化学
3485,sz002470,金正大
3486,sz002471,中超控股
3487,sz002472,双环传动
3488,sz002474,榕基软件
3489,sz002475,立讯精密
3490,sz002476,宝莫股份
3491,sz002478,常宝股份
3492,sz002479,富春环保
3493,sz002480,新筑股份
3494,sz002481,双塔食品
3495,sz002482,广田集团
3496,sz002483,润邦股份
3497,sz002484,江海股份
3498,sz002485,ST雪发
3499,sz002486,嘉麟杰
3500,sz002487,大金重工
3501,sz002488,金固股份
3502,sz002489,浙江永强
3503,sz002490,ST墨龙
3504,sz002491,通鼎互联
3505,sz002492,恒基达鑫
3506,sz002493,荣盛石化
3507,sz002494,华斯股份
3508,sz002495,佳隆股份
3509,sz002496,辉丰股份
3510,sz002497,雅化集团
3511,sz002498,汉缆股份
3512,sz002500,山西证券
3513,sz002501,利源股份
3514,sz002502,ST鼎龙
3515,sz002505,鹏都农牧
3516,sz002506,协鑫集成
3517,sz002507,涪陵榨菜
3518,sz002508,老板电器
3519,sz002510,天汽模
3520,sz002511,中顺洁柔
3521,sz002512,达华智能
3522,sz002513,蓝丰生化
3523,sz002514,宝馨科技
3524,sz002515,金字火腿
3525,sz002516,旷达科技
3526,sz002517,恺英网络
3527,sz002518,科士达
3528,sz002519,银河电子
3529,sz002520,日发精机
3530,sz002521,齐峰新材
3531,sz002522,浙江众成
3532,sz002523,天桥起重
3533,sz002524,光正眼科
3534,sz002526,山东矿机
3535,sz002527,新时达
3536,sz002528,ST英飞拓
3537,sz002529,海源复材
3538,sz002530,金财互联
3539,sz002531,天顺风能
3540,sz002532,天山铝业
3541,sz002533,金杯电工
3542,sz002534,西子洁能
3543,sz002535,林州重机
3544,sz002536,飞龙股份
3545,sz002537,海联金汇
3546,sz002538,司尔特
3547,sz002539,云图控股
3548,sz002540,亚太科技
3549,sz002541,鸿路钢构
3550,sz002542,中化岩土
3551,sz002543,万和电气
3552,sz002544,普天科技
3553,sz002545,东方铁塔
3554,sz002546,新联电子
3555,sz002547,春兴精工
3556,sz002548,金新农
3557,sz002549,凯美特气
3558,sz002550,千红制药
3559,sz002551,尚荣医疗
3560,sz002552,宝鼎科技
3561,sz002553,南方精工
3562,sz002554,惠博普
3563,sz002555,三七互娱
3564,sz002556,辉隆股份
3565,sz002557,洽洽食品
3566,sz002558,巨人网络
3567,sz002559,亚威股份
3568,sz002560,通达股份
3569,sz002561,徐家汇
3570,sz002562,兄弟科技
3571,sz002563,森马服饰
3572,sz002564,*ST天沃
3573,sz002565,顺灏股份
3574,sz002566,益盛药业
3575,sz002567,唐人神
3576,sz002568,百润股份
3577,sz002569,ST步森
3578,sz002570,贝因美
3579,sz002571,德力股份
3580,sz002572,索菲亚
3581,sz002573,清新环境
3582,sz002574,明牌珠宝
3583,sz002575,群兴玩具
3584,sz002576,通达动力
3585,sz002577,雷柏科技
3586,sz002578,闽发铝业
3587,sz002579,中京电子
3588,sz002580,圣阳股份
3589,sz002581,未名医药
3590,sz002582,好想你
3591,sz002583,海能达
3592,sz002584,西陇科学
3593,sz002585,双星新材
3594,sz002586,*ST围海
3595,sz002587,奥拓电子
3596,sz002588,史丹利
3597,sz002589,瑞康医药
3598,sz002590,万安科技
3599,sz002591,恒大高新
3600,sz002592,ST八菱
3601,sz002593,日上集团
3602,sz002594,比亚迪
3603,sz002595,豪迈科技
3604,sz002596,海南瑞泽
3605,sz002597,金禾实业
3606,sz002598,山东章鼓
3607,sz002599,盛通股份
3608,sz002600,领益智造
3609,sz002601,龙佰集团
3610,sz002602,世纪华通
3611,sz002603,以岭药业
3612,sz002605,姚记科技
3613,sz002606,大连电瓷
3614,sz002607,中公教育
3615,sz002608,江苏国信
3616,sz002609,捷顺科技
3617,sz002610,ST爱康
3618,sz002611,东方精工
3619,sz002612,朗姿股份
3620,sz002613,北玻股份
3621,sz002614,奥佳华
3622,sz002615,哈尔斯
3623,sz002616,长青集团
3624,sz002617,露笑科技
3625,sz002620,瑞和股份
3626,sz002621,*ST美吉
3627,sz002622,皓宸医疗
3628,sz002623,亚玛顿
3629,sz002624,完美世界
3630,sz002625,光启技术
3631,sz002626,金达威
3632,sz002627,三峡旅游
3633,sz002628,成都路桥
3634,sz002629,仁智股份
3635,sz002630,华西能源
3636,sz002631,德尔未来
3637,sz002632,道明光学
3638,sz002633,申科股份
3639,sz002634,棒杰股份
3640,sz002635,安洁科技
3641,sz002636,金安国纪
3642,sz002637,赞宇科技
3643,sz002638,勤上股份
3644,sz002639,雪人股份
3645,sz002640,跨境通
3646,sz002641,公元股份
3647,sz002642,荣联科技
3648,sz002643,万润股份
3649,sz002644,佛慈制药
3650,sz002645,华宏科技
3651,sz002646,天佑德酒
3652,sz002647,仁东控股
3653,sz002648,卫星化学
3654,sz002649,博彦科技
3655,sz002650,ST加加
3656,sz002651,利君股份
3657,sz002652,扬子新材
3658,sz002653,海思科
3659,sz002654,万润科技
3660,sz002655,共达电声
3661,sz002656,ST摩登
3662,sz002657,中科金财
3663,sz002658,雪迪龙
3664,sz002659,凯文教育
3665,sz002660,茂硕电源
3666,sz002661,克明食品
3667,sz002662,京威股份
3668,sz002663,普邦股份
3669,sz002664,信质集团
3670,sz002665,ST航高
3671,sz002666,德联集团
3672,sz002667,威领股份
3673,sz002668,TCL智家
3674,sz002669,康达新材
3675,sz002670,国盛金控
3676,sz002671,龙泉股份
3677,sz002672,东江环保
3678,sz002673,西部证券
3679,sz002674,兴业科技
3680,sz002675,东诚药业
3681,sz002676,顺威股份
3682,sz002677,浙江美大
3683,sz002678,珠江钢琴
3684,sz002679,福建金森
3685,sz002681,奋达科技
3686,sz002682,龙洲股份
3687,sz002683,广东宏大
3688,sz002685,华东重机
3689,sz002686,亿利达
3690,sz002687,乔治白
3691,sz002688,金河生物
3692,sz002689,远大智能
3693,sz002690,美亚光电
3694,sz002691,冀凯股份
3695,sz002692,远程股份
3696,sz002693,双成药业
3697,sz002694,顾地科技
3698,sz002695,煌上煌
3699,sz002696,百洋股份
3700,sz002697,红旗连锁
3701,sz002698,博实股份
3702,sz002700,ST浩源
3703,sz002701,奥瑞金
3704,sz002702,海欣食品
3705,sz002703,浙江世宝
3706,sz002705,新宝股份
3707,sz002706,良信股份
3708,sz002707,众信旅游
3709,sz002708,光洋股份
3710,sz002709,天赐材料
3711,sz002712,思美传媒
3712,sz002713,东易日盛
3713,sz002714,牧原股份
3714,sz002715,登云股份
3715,sz002716,湖南白银
3716,sz002717,岭南股份
3717,sz002718,友邦吊顶
3718,sz002719,麦趣尔
3719,sz002721,ST金一
3720,sz002722,物产金轮
3721,sz002723,小崧股份
3722,sz002724,海洋王
3723,sz002725,跃岭股份
3724,sz002726,龙大美食
3725,sz002727,一心堂
3726,sz002728,特一药业
3727,sz002729,好利科技
3728,sz002730,电光科技
3729,sz002731,萃华珠宝
3730,sz002732,燕塘乳业
3731,sz002733,雄韬股份
3732,sz002734,利民股份
3733,sz002735,王子新材
3734,sz002736,国信证券
3735,sz002737,葵花药业
3736,sz002738,中矿资源
3737,sz002739,万达电影
3738,sz002741,光华科技
3739,sz002742,ST三圣
3740,sz002743,富煌钢构
3741,sz002745,木林森
3742,sz002746,仙坛股份
3743,sz002747,埃斯顿
3744,sz002748,ST世龙
3745,sz002749,国光股份
3746,sz002750,*ST龙津
3747,sz002752,昇兴股份
3748,sz002753,永东股份
3749,sz002755,奥赛康
3750,sz002756,永兴材料
3751,sz002757,南兴股份
3752,sz002758,浙农股份
3753,sz002759,天际股份
3754,sz002760,凤形股份
3755,sz002761,浙江建投
3756,sz002762,金发拉比
3757,sz002763,汇洁股份
3758,sz002765,蓝黛科技
3759,sz002766,索菱股份
3760,sz002767,先锋电子
3761,sz002768,国恩股份
3762,sz002769,普路通
3763,sz002771,真视通
3764,sz002772,众兴菌业
3765,sz002773,康弘药业
3766,sz002774,快意电梯
3767,sz002775,文科股份
3768,sz002777,久远银海
3769,sz002778,中晟高科
3770,sz002779,中坚科技
3771,sz002780,三夫户外
3772,sz002782,可立克
3773,sz002783,凯龙股份
3774,sz002785,万里石
3775,sz002786,银宝山新
3776,sz002787,华源控股
3777,sz002788,鹭燕医药
3778,sz002789,建艺集团
3779,sz002790,瑞尔特
3780,sz002791,坚朗五金
3781,sz002792,通宇通讯
3782,sz002793,罗欣药业
3783,sz002795,永和智控
3784,sz002796,世嘉科技
3785,sz002797,第一创业
3786,sz002798,帝欧家居
3787,sz002799,环球印务
3788,sz002800,天顺股份
3789,sz002801,微光股份
3790,sz002802,洪汇新材
3791,sz002803,吉宏股份
3792,sz002805,丰元股份
3793,sz002806,华锋股份
3794,sz002807,江阴银行
3795,sz002808,ST恒久
3796,sz002809,红墙股份
3797,sz002810,山东赫达
3798,sz002811,郑中设计
3799,sz002812,恩捷股份
3800,sz002813,路畅科技
3801,sz002815,崇达技术
3802,sz002816,*ST和科
3803,sz002817,黄山胶囊
3804,sz002818,富森美
3805,sz002819,东方中科
3806,sz002820,桂发祥
3807,sz002821,凯莱英
3808,sz002822,ST中装
3809,sz002823,凯中精密
3810,sz002824,和胜股份
3811,sz002825,纳尔股份
3812,sz002826,易明医药
3813,sz002827,高争民爆
3814,sz002828,贝肯能源
3815,sz002829,星网宇达
3816,sz002830,名雕股份
3817,sz002831,裕同科技
3818,sz002832,比音勒芬
3819,sz002833,弘亚数控
3820,sz002835,同为股份
3821,sz002836,新宏泽
3822,sz002837,英维克
3823,sz002838,道恩股份
3824,sz002839,张家港行
3825,sz002840,华统股份
3826,sz002841,视源股份
3827,sz002842,翔鹭钨业
3828,sz002843,泰嘉股份
3829,sz002845,同兴达
3830,sz002846,英联股份
3831,sz002847,盐津铺子
3832,sz002848,高斯贝尔
3833,sz002849,威星智能
3834,sz002850,科达利
3835,sz002851,麦格米特
3836,sz002852,道道全
3837,sz002853,皮阿诺
3838,sz002855,捷荣技术
3839,sz002856,美芝股份
3840,sz002857,三晖电气
3841,sz002858,力盛体育
3842,sz002859,洁美科技
3843,sz002860,星帅尔
3844,sz002861,瀛通通讯
3845,sz002862,实丰文化
3846,sz002863,今飞凯达
3847,sz002864,盘龙药业
3848,sz002865,钧达股份
3849,sz002866,传艺科技
3850,sz002867,周大生
3851,sz002868,绿康生化
3852,sz002869,金溢科技
3853,sz002870,香山股份
3854,sz002871,伟隆股份
3855,sz002872,ST天圣
3856,sz002873,新天药业
3857,sz002875,安奈儿
3858,sz002876,三利谱
3859,sz002877,智能自控
3860,sz002878,元隆雅图
3861,sz002879,长缆科技
3862,sz002880,卫光生物
3863,sz002881,美格智能
3864,sz002882,金龙羽
3865,sz002883,中设股份
3866,sz002884,凌霄泵业
3867,sz002885,京泉华
3868,sz002886,沃特股份
3869,sz002887,绿茵生态
3870,sz002888,惠威科技
3871,sz002889,东方嘉盛
3872,sz002890,弘宇股份
3873,sz002891,中宠股份
3874,sz002892,科力尔
3875,sz002893,京能热力
3876,sz002895,川恒股份
3877,sz002896,中大力德
3878,sz002897,意华股份
3879,sz002898,赛隆药业
3880,sz002899,英派斯
3881,sz002900,哈三联
3882,sz002901,大博医疗
3883,sz002902,铭普光磁
3884,sz002903,宇环数控
3885,sz002905,金逸影视
3886,sz002906,华阳集团
3887,sz002907,华森制药
3888,sz002908,德生科技
3889,sz002909,集泰股份
3890,sz002910,庄园牧场
3891,sz002911,佛燃能源
3892,sz002912,中新赛克
3893,sz002913,奥士康
3894,sz002915,中欣氟材
3895,sz002916,深南电路
3896,sz002917,金奥博
3897,sz002918,蒙娜丽莎
3898,sz002919,名臣健康
3899,sz002920,德赛西威
3900,sz002921,联诚精密
3901,sz002922,伊戈尔
3902,sz002923,润都股份
3903,sz002925,盈趣科技
3904,sz002926,华西证券
3905,sz002927,泰永长征
3906,sz002928,华夏航空
3907,sz002929,润建股份
3908,sz002930,宏川智慧
3909,sz002931,锋龙股份
3910,sz002932,明德生物
3911,sz002933,新兴装备
3912,sz002935,天奥电子
3913,sz002936,郑州银行
3914,sz002937,兴瑞科技
3915,sz002938,鹏鼎控股
3916,sz002939,长城证券
3917,sz002940,昂利康
3918,sz002941,新疆交建
3919,sz002942,新农股份
3920,sz002943,宇晶股份
3921,sz002945,华林证券
3922,sz002946,新乳业
3923,sz002947,恒铭达
3924,sz002948,青岛银行
3925,sz002949,华阳国际
3926,sz002950,奥美医疗
3927,sz002951,*ST金时
3928,sz002952,亚世光电
3929,sz002953,日丰股份
3930,sz002955,鸿合科技
3931,sz002956,西麦食品
3932,sz002957,科瑞技术
3933,sz002958,青农商行
3934,sz002959,小熊电器
3935,sz002960,青鸟消防
3936,sz002961,瑞达期货
3937,sz002962,五方光电
3938,sz002963,豪尔赛
3939,sz002965,祥鑫科技
3940,sz002966,苏州银行
3941,sz002967,广电计量
3942,sz002968,新大正
3943,sz002969,嘉美包装
3944,sz002970,锐明技术
3945,sz002971,和远气体
3946,sz002972,科安达
3947,sz002973,侨银股份
3948,sz002975,博杰股份
3949,sz002976,瑞玛精密
3950,sz002977,天箭科技
3951,sz002978,安宁股份
3952,sz002979,雷赛智能
3953,sz002980,华盛昌
3954,sz002981,朝阳科技
3955,sz002982,湘佳股份
3956,sz002983,芯瑞达
3957,sz002984,森麒麟
3958,sz002985,北摩高科
3959,sz002986,宇新股份
3960,sz002987,京北方
3961,sz002988,豪美新材
3962,sz002989,中天精装
3963,sz002990,盛视科技
3964,sz002991,甘源食品
3965,sz002992,宝明科技
3966,sz002993,奥海科技
3967,sz002995,天地在线
3968,sz002996,顺博合金
3969,sz002997,瑞鹄模具
3970,sz002998,优彩资源
3971,sz002999,天禾股份
3972,sz003000,劲仔食品
3973,sz003001,中岩大地
3974,sz003002,壶化股份
3975,sz003003,天元股份
3976,sz003004,声迅股份
3977,sz003005,竞业达
3978,sz003006,百亚股份
3979,sz003007,直真科技
3980,sz003008,开普检测
3981,sz003009,中天火箭
3982,sz003010,若羽臣
3983,sz003011,海象新材
3984,sz003012,东鹏控股
3985,sz003013,地铁设计
3986,sz003015,日久光电
3987,sz003016,欣贺股份
3988,sz003017,大洋生物
3989,sz003018,金富科技
3990,sz003019,宸展光电
3991,sz003020,立方制药
3992,sz003021,兆威机电
3993,sz003022,联泓新科
3994,sz003023,彩虹集团
3995,sz003025,思进智能
3996,sz003026,中晶科技
3997,sz003027,同兴环保
3998,sz003028,振邦智能
3999,sz003029,吉大正元
4000,sz003030,祖名股份
4001,sz003031,中瓷电子
4002,sz003032,传智教育
4003,sz003033,征和工业
4004,sz003035,南网能源
4005,sz003036,泰坦股份
4006,sz003037,三和管桩
4007,sz003038,鑫铂股份
4008,sz003039,顺控发展
4009,sz003040,楚天龙
4010,sz003041,真爱美家
4011,sz003042,中农联合
4012,sz003043,华亚智能
4013,sz003816,中国广核
4014,sz300001,特锐德
4015,sz300002,神州泰岳
4016,sz300003,乐普医疗
4017,sz300004,南风股份
4018,sz300005,探路者
4019,sz300006,莱美药业
4020,sz300007,汉威科技
4021,sz300008,天海防务
4022,sz300009,安科生物
4023,sz300010,豆神教育
4024,sz300011,鼎汉技术
4025,sz300012,华测检测
4026,sz300013,*ST新宁
4027,sz300014,亿纬锂能
4028,sz300015,爱尔眼科
4029,sz300016,北陆药业
4030,sz300017,网宿科技
4031,sz300018,中元股份
4032,sz300019,硅宝科技
4033,sz300020,*ST银江
4034,sz300021,大禹节水
4035,sz300022,吉峰科技
4036,sz300024,机器人
4037,sz300025,华星创业
4038,sz300026,红日药业
4039,sz300027,华谊兄弟
4040,sz300029,ST天龙
4041,sz300030,阳普医疗
4042,sz300031,宝通科技
4043,sz300032,金龙机电
4044,sz300033,同花顺
4045,sz300034,钢研高纳
4046,sz300035,中科电气
4047,sz300036,超图软件
4048,sz300037,新宙邦
4049,sz300039,上海凯宝
4050,sz300040,九洲集团
4051,sz300041,回天新材
4052,sz300042,朗科科技
4053,sz300043,星辉娱乐
4054,sz300044,赛为智能
4055,sz300045,华力创通
4056,sz300046,台基股份
4057,sz300047,天源迪科
4058,sz300048,合康新能
4059,sz300049,福瑞股份
4060,sz300050,世纪鼎利
4061,sz300051,琏升科技
4062,sz300052,中青宝
4063,sz300053,航宇微
4064,sz300054,鼎龙股份
4065,sz300055,万邦达
4066,sz300056,中创环保
4067,sz300057,万顺新材
4068,sz300058,蓝色光标
4069,sz300059,东方财富
4070,sz300061,旗天科技
4071,sz300062,中能电气
4072,sz300063,天龙集团
4073,sz300065,海兰信
4074,sz300066,三川智慧
4075,sz300067,安诺其
4076,sz300068,南都电源
4077,sz300069,金利华电
4078,sz300070,碧水源
4079,sz300071,福石控股
4080,sz300072,海新能科
4081,sz300073,当升科技
4082,sz300074,华平股份
4083,sz300075,数字政通
4084,sz300076,GQY视讯
4085,sz300077,国民技术
4086,sz300078,思创医惠
