,name,cname,symbol,category
5061,"Revlon, Inc.",露华浓,REV,化妆品/护理
5062,"Silverback Therapeutics, Inc.","Silverback Therapeutics, Inc.",SBTX,
5063,"Forum Energy Technologies, Inc.","Forum Energy Technologies, Inc.",FET,油气服务
5064,Belpointe PREP LLC,Belpointe PREP LLC,OZ,
5065,SWK Holdings Corp.,SWK Holdings Corp.,SWKH,
5066,PCB Bancorp,PCB Bancorp,PCB,
5067,Five Point Holdings LLC,Five Point Holdings LLC,FPH,
5068,First Trust Global Tactical Commodity Strategy Fund,First Trust Global Tactical Commodity Strategy Fund,FTGC,股权
5069,Ceragon Networks Ltd.,Ceragon网络,CRNT,计算机硬件
5070,NOVONIX Ltd.,NOVONIX Ltd.,NVX,债务
5071,PROOF Acquisition Corp. I,PROOF Acquisition Corp. I,PACI,
5072,O'Shares FTSE Russell Small Cap Quality Dividend ETF,O'Shares FTSE Russell Small Cap Quality Dividend ETF,OUSM,
5073,"Design Therapeutics, Inc.","Design Therapeutics, Inc.",DSGN,
5074,"Ponce Financial Group, Inc.","Ponce Financial Group, Inc.",PDLB,
5075,WisdomTree DEFA Equity Income Fund,WisdomTree DEFA Equity Income Fund,DTH,股权
5076,"Sow Good, Inc.","Sow Good, Inc.",SOWG,
5077,"SolarMax Technology, Inc.","SolarMax Technology, Inc.",SMXT,
5078,"Cadiz, Inc.",加的斯,CDZI,
5079,Allspring Global Dividend Opportunity Fund,Allspring Global Dividend Opportunity Fund,EOD,环球
5080,"Codorus Valley Bancorp, Inc.","Codorus Valley Bancorp, Inc.",CVLY,银行
5081,Neuberger Berman High Yield Strategies Fund Inc,纽伯格伯曼高地策略基金,NHS,环球
5082,"Lifetime Brands, Inc.",生活时光品牌家具,LCUT,
5083,"Metagenomi, Inc.","Metagenomi, Inc.",MGX,
5084,"Senseonics Holdings, Inc.","Senseonics Holdings, Inc.",SENS,
5085,Deep Value ETF,Deep Value ETF,DVP,
5086,Plumas Bancorp,Plumas Bancorp,PLBC,银行
5087,The Joint Corp. (United States),The Joint Corp. (United States),JYNT,
5088,"Destination XL Group, Inc.","Destination XL Group, Inc.",DXLG,零售
5089,Endurance Acquisition Corp.,Endurance Acquisition Corp.,EDNC,
5090,"Silvercrest Asset Management Group, Inc.","Silvercrest Asset Management Group, Inc.",SAMG,
5091,"Whole Earth Brands, Inc.","Whole Earth Brands, Inc.",FREE,运输
5092,"RGC Resources, Inc.","RGC Resources, Inc.",RGCO,
5093,Medgenics Inc,Medgenics Inc,MDGN,医疗保健产品
5094,Blue Foundry Bancorp,Blue Foundry Bancorp,BLFY,
5095,"Templeton Dragon Fund, Inc.","Templeton Dragon Fund, Inc.",TDF,
5096,Invesco S&P SmallCap 600 Revenue ETF,Invesco S&P SmallCap 600 Revenue ETF,RWJ,股权
5097,Miller/Howard High Income Equity Fund,Miller/Howard High Income Equity Fund,HIE,
5098,"Colony Bankcorp, Inc.",科勒尼,CBAN,银行
5099,"Asure Software, Inc.","Asure Software, Inc.",ASUR,软件
5100,"Morgan Stanley China A Share Fund, Inc.",摩根史坦利中国A股指数基金,CAF,股权
5101,THAYER VENTURES ACQ CORP,THAYER VENTURES ACQ CORP,TVAC,
5102,"Pioneer Municipal High Income Fund, Inc.",先锋市政债务,MHI,股权
5103,"Alpine Income Property Trust, Inc.","Alpine Income Property Trust, Inc.",PINE,
5104,Dillards Capital Trust I,Dillards Capital Trust I,DDT,
5105,DFP Healthcare Acquisitions Corp.,DFP Healthcare Acquisitions Corp.,DFPHU,
5106,HCM Acquisition Corp.,HCM Acquisition Corp.,HCMA,
5107,"Avid Bioservices, Inc.","Avid Bioservices, Inc.",CDMOP,
5108,"PaySign, Inc.","PaySign, Inc.",PAYS,
5109,"BlackRock Investment Quality Municipal Trust, Inc.",BKN基金,BKN,股权
5110,Keen Vision Acquisition Corp.,Keen Vision Acquisition Corp.,KVAC,
5111,"MicroVision, Inc.",维视图像,MVIS,计算机硬件
5112,Investcorp Europe Acquisition Corp. I,Investcorp Europe Acquisition Corp. I,IVCB,
5113,Invesco Semiconductors ETF,Invesco Semiconductors ETF,PSI,股权
5114,EMX Royalty Corp.,EMX Royalty Corp.,EMX,
5115,Eaton Vance Municipal Income 2028 Term Trust,Eaton Vance Municipal Income 2028 Term Trust,ETX,
5116,"Gores Holdings IX, Inc.","Gores Holdings IX, Inc.",GHIX,
5117,Chemung Financial Corp.,Chemung Financial Corp.,CHMG,银行
5118,"Cooper-Standard Holdings, Inc.","Cooper-Standard Holdings, Inc.",CPS,汽车制造
5119,"Rani Therapeutics Holdings, Inc.","Rani Therapeutics Holdings, Inc.",RANI,
5120,"2seventy Bio, Inc.","2seventy Bio, Inc.",TSVT,
5121,"Ventyx Biosciences, Inc.","Ventyx Biosciences, Inc.",VTYX,
5122,Norwood Financial Corp.,Norwood Financial Corp.,NWFL,银行
5123,"AG Mortgage Investment Trust, Inc.","AG Mortgage Investment Trust, Inc.",MITT,
5124,"Biomea Fusion, Inc.","Biomea Fusion, Inc.",BMEA,
5125,First Trust TCW Unconstrained Plus Bond ETF,First Trust TCW Unconstrained Plus Bond ETF,UCON,
5126,Project Energy Reimagined Acquisition Corp.,Project Energy Reimagined Acquisition Corp.,PEGR,
5127,Janus Henderson Mortgage-Backed Securities ETF,Janus Henderson Mortgage-Backed Securities ETF,JMBS,
5128,"GigCapital3, Inc.","GigCapital3, Inc.",GIK,
5129,ProShares Ultra MidCap400,ProShares Ultra MidCap400,MVV,股权
5130,Tennessee Valley Authority,田纳西河谷管理局,TVE,
5131,RISE Education Cayman Ltd.,瑞思学科英语,REDU,
5132,Profound Medical Corp.,Profound Medical Corp.,PROF,
5133,"ASP Isotopes, Inc.","ASP Isotopes, Inc.",ASPI,
5134,"Commerce Union Bancshares, Inc. (Tennessee)","Commerce Union Bancshares, Inc. (Tennessee)",CUBN,
5135,VictoryShares USAA MSCI Emerging Markets Value Momentum ETF,VictoryShares USAA MSCI Emerging Markets Value Momentum ETF,UEVM,
5136,GX Acquisition Corp.,GX Acquisition Corp.,GXGX,
5137,Invesco KBW High Dividend Yield Financial ETF,Invesco KBW High Dividend Yield Financial ETF,KBWD,股权
5138,"Citizens Financial Services, Inc.","Citizens Financial Services, Inc.",CZFS,
5139,SDCL EDGE Acquisition Corp.,SDCL EDGE Acquisition Corp.,SEDA,
5140,Sprott Gold Miners ETF,Sprott 金矿 ETF,SGDM,
5141,OptimizeRx Corp.,OptimizeRx Corp.,OPRX,
5142,Davis Select U.S. Equity ETF,杜萨制药,DUSA,
5143,"1stdibs.com, Inc.","1stdibs.com, Inc.",DIBS,
5144,Nuveen Virginia Quality Municipal Income Fund,弗吉尼亚纽文市保,NPV,债务
5145,"Stratus Properties, Inc.","Stratus Properties, Inc.",STRS,
5146,"908 Devices, Inc.","908 Devices, Inc.",MASS,
5147,Sappi Ltd ADS,Sappi Ltd ADS,SPP,林产品/造纸
5148,Alpha Capital Acquisition Co.,Alpha Capital Acquisition Co.,ASPC,
5149,EDAP TMS SA,EDAP TMS SA,EDAP,
5150,FutureFuel Corp.,First Opportunity基金,FF,能源-替代能源
5151,Hainan Sirius Acquisition Corp.,Hainan Sirius Acquisition Corp.,HSAC,
5152,"Timberland Bancorp, Inc. (Washington)","Timberland Bancorp, Inc. (Washington)",TSBK,银行
5153,Allego NV,Allego NV,ALLG,
5154,"Outset Medical, Inc.","Outset Medical, Inc.",OM,
5155,Lionheart Acquisition Corp. II,Lionheart Acquisition Corp. II,LCAP,
5156,"D-Wave Quantum, Inc.","D-Wave Quantum, Inc.",QBTS,
5157,Goldman Sachs Small Cap Core Equity ETF,Goldman Sachs Small Cap Core Equity ETF,GSC,股权
5158,"thredUP, Inc.","thredUP, Inc.",TDUP,
5159,Caesarstone Ltd.,Caesarstone Ltd.,CSTE,建筑材料
5160,Black Diamond,黑钻户外,BDE,休闲
5161,"High Tide, Inc.","High Tide, Inc.",HITI,
5162,Allegro Merger Corp.,Allegro Merger Corp.,ALGRU,
5163,RiverNorth/DoubleLine Strategic Opportunity Fund,RiverNorth/DoubleLine Strategic Opportunity Fund,OPP,
5164,Maiden Holdings Ltd.,Maiden Holdings Ltd.,MHLD,保险
5165,"Pioneer Municipal High Income Opportunities Fund, Inc.","Pioneer Municipal High Income Opportunities Fund, Inc.",MIO,
5166,LCNB Corp.,LCNB Corp.,LCNB,银行
5167,"P3 Health Partners, Inc.","P3 Health Partners, Inc.",PIII,
5168,Invesco S&P 500 Equal Weight Materials ETF,Invesco S&P 500 Equal Weight Materials ETF,RTM,股权
5169,"City Office REIT, Inc.","City Office REIT, Inc.",CIO,
5170,GP INVESTMENTS ACQUISITION CO,GP INVESTMENTS ACQUISITION CO,GPIA,
5171,"Gemini Therapeutics, Inc.","Gemini Therapeutics, Inc.",FSDC,
5172,"Aberdeen Latin America Equity Fund, Inc.","Aberdeen Latin America Equity Fund, Inc.",LAQ,股权
5173,Helix Acquisition Corp.,Helix Acquisition Corp.,HLXA,
5174,Invesco Global Ex-US High Yield Corporate Bond ETF,Invesco Global Ex-US High Yield Corporate Bond ETF,PGHY,
5175,Stifel Financial Corp.,Stifel Financial Corp.,SFB,
5176,Ocwen Financial Corp.,Ocwen Financial Corp.,OCN,
5177,Invesco Dorsey Wright Technology Momentum ETF,Invesco Dorsey Wright Technology Momentum ETF,PTF,股权
5178,"JAKKS Pacific, Inc.","JAKKS Pacific, Inc.",JAKK,
5179,RiverFront Dynamic US Dividend Advantage ETF,RiverFront Dynamic US Dividend Advantage ETF,RFDA,
5180,Xtrackers S&P 500 ESG ETF,Xtrackers S&P 500 ESG ETF,SNPE,
5181,"ChoiceOne Financial Services, Inc.","ChoiceOne Financial Services, Inc.",COFS,
5182,UTime Ltd.,UTime Ltd.,WTO,
5183,"Braemar Hotels & Resorts, Inc.","Braemar Hotels & Resorts, Inc.",BHR,
5184,Freedom Acquisition I Corp.,Freedom Acquisition I Corp.,FACT,
5185,"Pioneer Municipal High Income Advantage Fund, Inc.",先锋市政信托,MAV,股权
5186,"Zevra Therapeutics, Inc.","Zevra Therapeutics, Inc.",ZVRA,
5187,"Contango ORE, Inc.","Contango ORE, Inc.",CTGO,
5188,VanEck Short Muni ETF,VanEck Short Muni ETF,SMB,股权
5189,23andMe Holding Co.,23andMe Holding Co.,ME,
5190,"Quantum-Si, Inc.","Quantum-Si, Inc.",QSI,
5191,Armlogi Holding Corp.,Armlogi Holding Corp.,BTOC,
5192,First Trust Nasdaq Clean Edge Green Energy Index Fund,First Trust Nasdaq Clean Edge Green Energy Index Fund,QCLN,股权
5193,BlueKnight Energy Partners LP,BlueKnight Energy Partners LP,BKEP,
5194,Oak Valley Bancorp,橡木谷银行,OVLY,银行
5195,"Coherus BioSciences, Inc.","Coherus BioSciences, Inc.",CHRS,
5196,"Cerevel Therapeutics Holdings, Inc.","Cerevel Therapeutics Holdings, Inc.",ARYB,
5197,Alpha Healthcare Acquisition Corp. III,Alpha Healthcare Acquisition Corp. III,ALPA,
5198,"Software Acquisition Group, Inc. II","Software Acquisition Group, Inc. II",SAII,
5199,"Princeton Bancorp, Inc.","Princeton Bancorp, Inc.",BPRN,
5200,biote Corp.,biote Corp.,BTMD,
5201,PIMCO 15+ Year US TIPS Index ETF,PIMCO 15年以上美国通胀保护债券指数 ETF,LTPZ,股权
5202,AxonPrime Infrastructure Acquisition Corp.,AxonPrime Infrastructure Acquisition Corp.,APMIU,
5203,"BNY Mellon Municipal Bond Infrastructure Fund, Inc.","BNY Mellon Municipal Bond Infrastructure Fund, Inc.",DMB,股权
5204,Cambria Shareholder Yield ETF,Cambria Shareholder收益 ETF,SYLD,股权
5205,Sizzle Acquisition Corp.,Sizzle Acquisition Corp.,SZZL,
5206,Galata Acquisition Corp.,Galata Acquisition Corp.,GLTA,
5207,Vaccitech Plc,Vaccitech Plc,VACC,
5208,"First Financial Northwest, Inc.","First Financial Northwest, Inc.",FFNW,银行
5209,Invesco DB Precious Metals Fund,Invesco DB Precious Metals Fund,DBP,环球
5210,CMS Energy Corp.,CMS Energy Corp.,CMSA,
5211,YS Biopharma Co. Ltd.,YS Biopharma Co. Ltd.,YS,
5212,First Trust Dorsey Wright International Focus 5 ETF,First Trust Dorsey Wright International Focus 5 ETF,IFV,
5213,"Bankwell Financial Group, Inc.","Bankwell Financial Group, Inc.",BWFG,银行
5214,Principal Investment Grade Corporate Active ETF,Principal Investment Grade Corporate Active ETF,IG,
5215,NexPoint Diversified Real Estate Trust,NexPoint Diversified Real Estate Trust,NXDT,
5216,"Alico, Inc.",阿利科公司,ALCO,农业
5217,"Orion Office REIT, Inc.","Orion Office REIT, Inc.",ONL,
5218,"Butterfly Network, Inc.","Butterfly Network, Inc.",BFLY,
5219,"Bridgepoint Education, Inc.","Bridgepoint Education, Inc.",BPI,商业服务
5220,"Solo Brands, Inc.","Solo Brands, Inc.",DTC,
5221,First Trust S&P REIT Index Fund,不动产投资信托指数ETF-First Trust S&P,FRI,股权
5222,PrimeEnergy Resources Corp.,PrimeEnergy Resources Corp.,PNRG,
5223,Smith-Midland Corp.,Smith-Midland Corp.,SMID,
5224,VictoryShares US Large Cap High Dividend Volatility Wtd ETF,VictoryShares US Large Cap High Dividend Volatility Wtd ETF,CDL,
5225,"Greenwich LifeSciences, Inc.","Greenwich LifeSciences, Inc.",GLSI,
5226,Medallion Financial Corp.,Medallion Financial Corp.,MFIN,
5227,Gladstone Land Corp.,Gladstone Land Corp.,LANDP,
5228,WildBrain Ltd.,WildBrain Ltd.,DHXM,
5229,PIMCO California Municipal Income Fund II,太平洋投资管理加利福尼亚地方收入基金,PCK,债务
5230,"Avid Bioservices, Inc.","Avid Bioservices, Inc.",PPHM,生物技术
5231,Templeton Emerging Markets Fund,邓普顿新兴市场基金,EMF,股权
5232,Zeo Energy Corp.,Zeo Energy Corp.,ZEO,
5233,PIMCO RAFI Dynamic Multi-Factor U.S. Equity ETF,PIMCO RAFI Dynamic Multi-Factor U.S. Equity ETF,MFUS,
5234,Amplitude Healthcare Acquisition Corp.,Amplitude Healthcare Acquisition Corp.,AMHC,
5235,SPDR S&P Pharmaceuticals ETF,SPDR 标普制药指数 ETF,XPH,股权
5236,Davis Select Financial ETF,Davis Select Financial ETF,DFNL,
5237,"CuriosityStream, Inc.","CuriosityStream, Inc.",SAQN,
5238,SPDR MSCI Emerging Markets StrategicFactors ETF,SPDR MSCI新兴市场策略因子 ETF,QEMM,股权
5239,"Consumer Portfolio Services, Inc.","Consumer Portfolio Services, Inc.",CPSS,
5240,"Invivyd, Inc.","Invivyd, Inc.",IVVD,
5241,Insurance Acquisition Corp.,Insurance Acquisition Corp.,INSUU,
5242,Invesco S&P 500 Equal Weight Energy ETF,景顺 标普500等权重能源 ETF,RYE,股权
5243,Western Asset Inflation-Linked Income Fund,Western Asset Inflation-Linked Income Fund,WIA,股权
5244,iShares Currency Hedged MSCI Germany ETF,iShares Currency Hedged MSCI Germany ETF,HEWG,
5245,Fifth Third Bancorp,Fifth Third Bancorp,FITBP,
5246,TrimTabs Float Shrink ETF,TrimTabs Float Shrink ETF,TTAC,
5247,"Bridger Aerospace Group Holdings, Inc.","Bridger Aerospace Group Holdings, Inc.",BAER,
5248,Caledonia Mining Corp. Plc,Caledonia Mining Corp. Plc,CMCL,
5249,"Abeona Therapeutics, Inc.","Abeona Therapeutics, Inc.",ABEO,
5250,iShares Transportation Average ETF,运输指数ETF-iShares,IYT,股权
5251,"ZIOPHARM Oncology, Inc.","ZIOPHARM Oncology, Inc.",ZIOP,生物技术
5252,WisdomTree Interest Rate Hedged High Yield Bond Fund,WisdomTree对冲零久期高收益债指数ETF,HYZD,股权
5253,"Western Asset Investment Grade Defined Opportunity Tr, Inc.","Western Asset Investment Grade Defined Opportunity Tr, Inc.",IGI,股权
5254,San Juan Basin Royalty Trust,San Juan Basin Royalty Trust,SJT,油气
5255,"Fiscalnote Holdings, Inc.","Fiscalnote Holdings, Inc.",NOTE,
5256,SPDR S&P 500 Fossil Fuel Reserves Free ETF,SPDR S&P 500 Fossil Fuel Reserves Free ETF,SPYX,
5257,"Trevi Therapeutics, Inc.","Trevi Therapeutics, Inc.",TRVI,
5258,ALPS Active Equity Opportunity ETF,ALPS Active Equity Opportunity ETF,RFFC,
5259,MagnaChip Semiconductor Corp.,MagnaChip Semiconductor Corp.,MX,半导体
5260,"NeuroPace, Inc.","NeuroPace, Inc.",NPCE,
5261,"GigCapital2, Inc.","GigCapital2, Inc.",GIX,
5262,AMCI Acquisition Corp. II,AMCI Acquisition Corp. II,AMCI,
5263,"Onity Group, Inc.","Onity Group, Inc.",ONIT,
5264,Andretti Acquisition Corp.,Andretti Acquisition Corp.,WNNR,
5265,"Western Asset Global Corporate Defined Opportunity Fund, Inc.","Western Asset Global Corporate Defined Opportunity Fund, Inc.",GDO,股权
5266,Compugen Ltd.,Compugen医疗,CGEN,生物技术
5267,"Parke Bancorp, Inc.",帕克合众银行,PKBK,银行
5268,"Citi Trends, Inc.","Citi Trends, Inc.",CTRN,零售
5269,SPDR STOXX Europe 50 ETF,SPDR STOXX Europe 50 ETF,FEU,资产配置
5270,"bluebird bio, Inc.","bluebird bio, Inc.",BLUE,生物技术和制药
5271,"Gores Holdings IV, Inc.","Gores Holdings IV, Inc.",GHIVU,
5272,"Fennec Pharmaceuticals, Inc.","Fennec Pharmaceuticals, Inc.",FENC,
5273,"Owens Realty Mortgage, Inc.","Owens Realty Mortgage, Inc.",ORM,
5274,Duddell Street Acquisition Corp.,Duddell Street Acquisition Corp.,DSAC,
5275,Investcorp India Acquisition Corp.,Investcorp India Acquisition Corp.,IVCA,
5276,Bridgetown Holdings Ltd. (Hong Kong),Bridgetown Holdings Ltd. (Hong Kong),BTWN,
5277,Investcorp India Acquisition Corp.,Investcorp India Acquisition Corp.,IVCAU,
5278,"Vidler Water Resources, Inc.",PICO控股,PICO,
5279,Invesco Bond Fund,范·卡本债券基金,VBF,股权
5280,AXIOS Sustainable Growth Acquisition Corp.,AXIOS Sustainable Growth Acquisition Corp.,AXAC,
5281,Global X Copper Miners ETF,铜矿ETF-Global X,COPX,环球
5282,"FVCBankcorp, Inc.","FVCBankcorp, Inc.",FVCB,
5283,European Biotech Acquisition Corp.,European Biotech Acquisition Corp.,EBAC,
5284,"Biodesix, Inc.","Biodesix, Inc.",BDSX,
5285,eGain Corp.,eGain Corp.,EGAN,软件
5286,iShares Currency Hedged MSCI Emerging Markets ETF,iShares Currency Hedged MSCI Emerging Markets ETF,HEEM,
5287,Sangoma Technologies Corp.,Sangoma Technologies Corp.,SANG,
5288,Quest Resource Holding Corp.,Quest Resource Holding Corp.,QRHC,
5289,Fury Gold Mines Ltd.,Fury Gold Mines Ltd.,AUG,
5290,First Trust Dow Jones Select Microcap Index Fund,First Trust Dow Jones Select Microcap Index Fund,FDM,股权
5291,"Inotiv, Inc.","Inotiv, Inc.",BASI,健康护理服务
5292,Union Acquisition Corp. II,Union Acquisition Corp. II,LATN,
5293,Blackstone Senior Floating Rate 2027 Term Fund Shs of Benef,Blackstone Senior Floating Rate 2027 Term Fund Shs of Benef,BSL,股权
5294,"RumbleOn, Inc.","RumbleOn, Inc.",RMBL,
5295,SilverBox Corp. III,SilverBox Corp. III,SBXC,
5296,Generation Bio Co.,Generation Bio Co.,GBIO,
5297,Entravision Communications Corp.,超视野传播,EVC,媒体
5298,Seven Hills Realty Trust,Seven Hills Realty Trust,SEVN,
5299,Tristar Acquisition I Corp.,Tristar Acquisition I Corp.,TRIS,
5300,"Vera Bradley, Inc.","Vera Bradley, Inc.",VRA,
5301,California First Leasing Corp.,加州第一国民银行,CFNB,多元化金融服务
5302,Project Energy Reimagined Acquisition Corp.,Project Energy Reimagined Acquisition Corp.,PEGRU,
5303,Gafisa SA,Gafisa建设,GFA,
5304,"TROOPS, Inc.","TROOPS, Inc.",TROO,
5305,a.k.a. Brands Holding Corp.,a.k.a. Brands Holding Corp.,AKA,
5306,"Affiliated Managers Group, Inc.","Affiliated Managers Group, Inc.",MGR,
5307,Oxford Square Capital Corp.,Oxford Square Capital Corp.,OXSQ,
5308,"Mondee Holdings, Inc.","Mondee Holdings, Inc.",MOND,
5309,"Escalade, Inc.",攀登者,ESCA,休闲
5310,Amplify Transformational Data Sharing ETF,Amplify Transformational Data Sharing ETF,BLOK,
5311,Yellowstone Acquisition Co,Yellowstone Acquisition Co,YSACU,
5312,"Outlook Therapeutics, Inc.","Outlook Therapeutics, Inc.",OTLK,
5313,"Stem, Inc.","Stem, Inc.",STEM,生物技术和制药
5314,Tiberius Acquisition Corp.,Tiberius Acquisition Corp.,TIBR,
5315,Aptus Defined Risk ETF,Aptus Defined Risk ETF,DRSK,
5316,"Lifeway Foods, Inc.",来福威食品,LWAY,
5317,"Kaltura, Inc.","Kaltura, Inc.",KLTR,
5318,AP Acquisition Corp.,AP Acquisition Corp.,APCA,
5319,PIMCO California Municipal Income Fund,太平洋投资管理加利福尼亚地方收入基金,PCQ,债务
5320,"Iteris, Inc.","Iteris, Inc.",ITI,
5321,Invesco S&P 500 Top 50 ETF,景顺 标普500最优50 ETF,XLG,股权
5322,Fidelity Low Duration Bond Factor ETF,Fidelity Low Duration Bond Factor ETF,FLDR,
5323,Innovator S&#38;P 500 Power Buffer ETF,Innovator S&#38;P 500 Power Buffer ETF,UOCT,
5324,ALPS Medical Breakthroughs ETF,ALPS 医药突破 ETF,SBIO,
5325,DeltaShares S&P International Managed Risk ETF,DeltaShares S&P International Managed Risk ETF,DMRI,
5326,"CompoSecure, Inc.","CompoSecure, Inc.",CMPO,
5327,"Park City Group, Inc.","Park City Group, Inc.",PCYG,软件
5328,Ames National Corp.,艾姆斯银行控股,ATLO,银行
5329,Eaton Vance New York Municipal Bond Fund,Eaton Vance New York Municipal Bond Fund,ENX,债务
5330,VanEck Long Muni ETF,VanEck Long Muni ETF,MLN,股权
5331,"Brookfield Global Listed Infrastructure Income Fund, Inc.","Brookfield Global Listed Infrastructure Income Fund, Inc.",INF,环球
5332,"Elevation Oncology, Inc.","Elevation Oncology, Inc.",ELEV,
5333,American Century STOXX U.S. Quality Value ETF,American Century STOXX U.S. Quality Value ETF,VALQ,
5334,EUROPEAN SUSTAINABLE GRWTH ACQ ,EUROPEAN SUSTAINABLE GRWTH ACQ ,EUSG,
5335,Avista Public Acquisition Corp. II,Avista Public Acquisition Corp. II,AHPA,
5336,Xtrackers Russell 1000 US Quality at a Reasonable Price ETF,Xtrackers Russell 1000 US Quality at a Reasonable Price ETF,QARP,
5337,"Commercial Vehicle Group, Inc.",商用汽车,CVGI,汽车部件与设备
5338,Hennessy Capital Investment Corp. VI,Hennessy Capital Investment Corp. VI,HCVI,
5339,SK Growth Opportunities Corp.,SK Growth Opportunities Corp.,SKGRU,
5340,VanEck Retail ETF,零售指数ETF-HOLDRs,RTH,股权
5341,Evolution Petroleum Corp.,Evolution Petroleum Corp.,EPM,油气
5342,"National Bankshares, Inc.","National Bankshares, Inc.",NKSH,银行
5343,BNY Mellon High Yield Strategies Fund,BNY Mellon High Yield Strategies Fund,DHF,股权
5344,California BanCorp,California BanCorp,CALB,
5345,Empire Petroleum Corp.,Empire Petroleum Corp.,EP,管道
5346,Security National Financial Corp.,Security National Financial Corp.,SNFCA,保险
5347,"iHeartMedia, Inc.","iHeartMedia, Inc.",IHRT,
5348,Frazier Lifesciences Acquisition Corp.,Frazier Lifesciences Acquisition Corp.,FLAC,
5349,Knowledge Leaders Developed World ETF,Knowledge Leaders Developed World ETF,KLDW,
